11 49 98 0 0 1 0 0 0 0 0 4 0 0 0 1 0 0 4 1 1 8 0 0 0 1 0 0 0 0 0 5 1 5 0 4 1 1 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 1 4 2 2 0 0 0 0 1 1 99 3 98178
99 38 0 0 0 0 0 0 1 0 0 51 0 0 0 1 0 0 4 2 1 3 0 0 1 0 0 0 0 0 0 6 0 3 1 1 2 1 3 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 0 0 0 1 99 3 60321
17 50 0 1 1 0 0 0 1 0 0 43 0 0 0 1 0 0 5 1 1 8 0 0 0 0 0 0 0 0 1 5 0 3 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 1 0 0 0 0 1 0 99 3 94363
99 49 0 0 0 0 0 0 1 0 1 54 0 0 0 1 0 0 7 1 0 6 0 1 0 0 0 0 0 0 0 3 0 99 1 3 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 3 1 1 0 0 0 0 0 1 4 3 99060
27 37 98 0 0 1 0 0 0 0 0 29 0 0 0 1 0 0 4 1 1 8 0 0 0 0 0 0 0 0 1 5 0 3 1 3 6 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 1 1 1 0 1 0 0 0 0 2 3 99225
99 22 2 0 0 0 0 0 1 0 1 55 0 0 0 1 0 0 4 1 1 3 0 0 1 0 0 0 0 0 0 4 0 5 99 4 1 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 1 1 0 0 0 0 1 0 5 0 95624
14 5 98 1 0 0 0 0 0 0 0 35 0 0 0 1 0 0 3 6 0 1 0 0 0 0 0 0 0 0 1 5 99 4 6 4  1 2 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 2 2 0 0 0 0 1 0 4 0 99754
24 34 0 0 0 0 0 0 1 0 0 15 0 0 0 1 0 0 5 5 0 8 0 0 0 0 0 0 0 0 1 5 2 5 6 1 2 7 1 99 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 1 1 2 2 0 0 0 0 0 1 4 2 90297
8 42 0 0 1 0 0 0 0 0 0 40 0 0 0 1 0 0 1 1 0 4 0 0 0 0 0 0 0 0 1 5 99 4 1 1  1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 2 0 0 0 0 1 0 3 3 90301
26 57 0 1 0 0 0 0 1 0 1 47 0 0 0 1 0 0 2 0 1 5 0 0 0 0 0 0 1 0 0 5 2 1 1 4 3 1 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 5 2 2 0 0 0 0 1 0 1 1 99829
27 27 0 0 1 0 0 0 0 0 0 46 0 0 0 1 0 0 3 1 1 6 0 0 0 0 0 1 0 0 0 5 0 3 98 2 3 1 3 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 1 1 1 0 0 0 0 0 1 99 2 76679
27 30 0 0 1 0 0 0 0 0 0 50 0 0 0 1 0 0 4 2 1 4 0 0 0 0 0 0 0 0 1 6 0 5 2 1 2 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 1 1 1 0 0 0 0 1 1 99 3 93469
28 68 98 0 0 1 0 0 0 0 0 4 0 0 0 1 0 0 5 3 1 6 0 0 0 0 0 0 0 0 1 5 99 3 6 3 2 1 2 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 2 0 0 0 0 1 0 4 2 90307
2 23 0 1 0 0 0 1 1 0 1 38 0 0 0 1 0 0 3 1 1 2 1 0 0 0 0 0 0 0 0 5 3 5 99 1 2 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 1 1 0 0 0 0 1 0 99 3 99740
11 41 0 0 0 0 1 0 0 0 0 51 0 0 0 1 0 0 7 1 0 3 0 1 0 0 0 0 0 0 0 6 1 3 99 1 3 1 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 2 0 0 0 0 1 0 4 2 90312
17 25 1 1 1 0 0 0 0 0 0 23 0 0 0 1 0 0 5 1 1 5 0 1 0 0 0 0 0 0 0 5 0 5 2 1 2 1 0 1 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 1 1 1 0 0 0 0 1 1 99 3 90313
99 33 2 1 1 0 0 0 0 0 0 2 0 0 0 1 0 0 1 1 1 3 0 0 0 0 0 0 0 0 1 5 2 3 1 4  1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 1 1 0 1 2 1 1 1 0 0 0 0 1 0 1 1 90315
3 43 98 0 0 1 0 0 0 0 0 20 0 0 0 1 0 0 6 1 1 0 0 1 0 0 0 0 0 0 0 5 3 3 1 4 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 1 2 4 66171
99 45 0 1 1 0 1 0 0 0 0 8 0 0 0 1 0 0 3 6 1 6 0 0 0 1 0 0 0 0 1 5 2 1 1 4  1 2 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 2 0 0 0 0 1 0 99 1 90935
